"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_BLANK2",0.496965369510889,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0.00731881470903249,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_copy2",0.000892538379150304,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_copy2",0.00178507675830061,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_copy2","7981_copy3","7981_copy1",1,"GAP"
"7981_copy1","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK2","7981_BLANK",0.49857193859336,"IBR"
"7981_copy1","7981_copy2","7981_BLANK","7981_BLANK2",0.501428061406641,"IBR"
"7981_copy1","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_copy2","7981_copy1","7981_copy3","7981_BLANK",1,"PGI"
