"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy2","7981_BLANK","7981_BLANK2",0.000892538379150304,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_copy2","7981_BLANK2",0.447875758657622,"APP"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_copy1","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy1","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_copy1",0.0624776865405212,"APP"
"7981_copy1","7981_BLANK","7981_copy2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_copy1",0.0580149946447697,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_copy1",0,"APP"
"7981_copy1","7981_BLANK2","7981_copy2","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_copy2","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_copy2","7981_copy1",0,"APP"
"7981_copy1","7981_copy2","7981_copy2","7981_copy1",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_copy2",0,"GAP"
"7981_copy3","7981_copy1","7981_BLANK","7981_copy2",0.426633345233845,"GAP"
"7981_copy2","7981_copy1","7981_BLANK","7981_copy3",0.573366654766155,"GAP"
"7981_copy3","7981_copy1","7981_BLANK","7981_copy3",0,"GAP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK",0,"IBR"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_copy2","7981_copy1","7981_BLANK","7981_BLANK",0,"IBR"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_copy2","7981_copy1","7981_BLANK2","7981_BLANK",0.00160656908247055,"IBR"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK",0,"IBR"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK",0.492145662263477,"IBR"
"7981_copy2","7981_copy1","7981_copy1","7981_BLANK",0,"IBR"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_copy2","7981_copy1","7981_BLANK","7981_BLANK2",0.00178507675830061,"IBR"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_copy2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0.504462691895752,"IBR"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"IBR"
"7981_copy2","7981_copy1","7981_copy1","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK",0,"PGI"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK",0,"PGI"
"7981_copy3","7981_BLANK","7981_copy1","7981_BLANK",0,"PGI"
"7981_BLANK","7981_copy3","7981_copy1","7981_BLANK",0,"PGI"
"7981_copy2","7981_copy3","7981_copy1","7981_BLANK",0.000535523027490182,"PGI"
"7981_copy3","7981_copy3","7981_copy1","7981_BLANK",0,"PGI"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy2",0,"PGI"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy2",0,"PGI"
"7981_copy3","7981_BLANK","7981_copy1","7981_copy2",0.47054623348804,"PGI"
"7981_BLANK","7981_copy3","7981_copy1","7981_copy2",0.00232059978579079,"PGI"
"7981_copy2","7981_copy3","7981_copy1","7981_copy2",0,"PGI"
"7981_copy3","7981_copy3","7981_copy1","7981_copy2",0,"PGI"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy3",0,"PGI"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy3",0.526597643698679,"PGI"
"7981_copy3","7981_BLANK","7981_copy1","7981_copy3",0,"PGI"
"7981_BLANK","7981_copy3","7981_copy1","7981_copy3",0,"PGI"
"7981_copy2","7981_copy3","7981_copy1","7981_copy3",0,"PGI"
"7981_copy3","7981_copy3","7981_copy1","7981_copy3",0,"PGI"
