Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_fragilis_sp2_7248_A	C_fragilis_sp2_7248_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
1557	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1558	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1559	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1560	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1561	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1562	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1563	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1564	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1565	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1566	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1567	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1568	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1569	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1570	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1571	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1572	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1573	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1574	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1575	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1576	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1577	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1578	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1579	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1580	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1581	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1582	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1583	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1584	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1585	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1586	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1587	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1588	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1589	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1590	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1591	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1592	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1593	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1594	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1595	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1596	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1597	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1598	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1599	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1600	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1601	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1602	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1603	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
