"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_BLANK2",0.00214209210996073,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_copy2",0.416993930739022,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_copy2",0.407176008568368,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_copy2",0.0833630846126383,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_copy2",0.0878257765083899,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_copy1","7981_copy2","7981_copy2","7981_BLANK",0,"GAP"
"7981_copy1","7981_copy3","7981_copy2","7981_BLANK",0.630667618707604,"GAP"
"7981_copy1","7981_copy2","7981_copy3","7981_BLANK",0.369332381292396,"GAP"
"7981_copy1","7981_copy3","7981_copy3","7981_BLANK",0,"GAP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK2","7981_BLANK",0.000535523027490182,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK","7981_BLANK2",0.000357015351660121,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_copy1",0.495715815780079,"IBR"
"7981_copy1","7981_copy2","7981_BLANK","7981_copy1",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_copy1",0.503391645840771,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_copy1",0,"IBR"
"7981_copy1","7981_copy2","7981_BLANK2","7981_copy1",0,"IBR"
"7981_BLANK","7981_copy3","7981_copy1","7981_copy2",1,"PGI"
