"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK","7981_copy2","7981_BLANK2",0.000535523027490182,"APP"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_BLANK2","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy2","7981_BLANK2",0.00232059978579079,"APP"
"7981_BLANK2","7981_copy1","7981_copy2","7981_BLANK2",0,"APP"
"7981_copy1","7981_copy1","7981_copy2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK","7981_copy2",0.0778293466619065,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_copy2",0.409318100678329,"APP"
"7981_copy1","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK","7981_BLANK2","7981_copy2",0.0715815780078543,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_copy2",0.435737236701178,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy1","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK","7981_copy2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_copy2",0,"APP"
"7981_copy1","7981_BLANK2","7981_copy2","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy2","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy2","7981_copy2",0,"APP"
"7981_copy1","7981_copy1","7981_copy2","7981_copy2",0,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_BLANK",0,"GAP"
"7981_copy3","7981_copy2","7981_copy1","7981_BLANK",0.127990003570154,"GAP"
"7981_copy2","7981_copy3","7981_copy1","7981_BLANK",0.872009996429846,"GAP"
"7981_copy3","7981_copy3","7981_copy1","7981_BLANK",0,"GAP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK",0,"IBR"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy2","7981_copy1","7981_BLANK",0.000357015351660121,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK2",0.000357015351660121,"IBR"
"7981_BLANK2","7981_copy2","7981_copy1","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_copy1",0.508746876115673,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_copy1",0.490539093181007,"IBR"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_copy1",0,"IBR"
"7981_BLANK","7981_copy2","7981_copy1","7981_copy1",0,"IBR"
"7981_BLANK2","7981_copy2","7981_copy1","7981_copy1",0,"IBR"
"7981_copy1","7981_copy3","7981_BLANK","7981_copy2",1,"PGI"
