"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0.491788646911817,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK2",0.00285612281328097,"APP"
"7981_BLANK2","7981_copy2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_copy1",0.000714030703320243,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_copy1",0.000178507675830061,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy3","7981_BLANK",0,"GAP"
"7981_copy1","7981_BLANK","7981_copy3","7981_BLANK",0,"GAP"
"7981_BLANK","7981_copy1","7981_copy3","7981_BLANK",0,"GAP"
"7981_copy1","7981_copy1","7981_copy3","7981_BLANK",0,"GAP"
"7981_BLANK","7981_copy2","7981_copy3","7981_BLANK",0,"GAP"
"7981_copy1","7981_copy2","7981_copy3","7981_BLANK",0.00339164584077115,"GAP"
"7981_BLANK","7981_BLANK","7981_copy3","7981_copy2",0,"GAP"
"7981_copy1","7981_BLANK","7981_copy3","7981_copy2",0.00124955373081042,"GAP"
"7981_BLANK","7981_copy1","7981_copy3","7981_copy2",0.995358800428418,"GAP"
"7981_copy1","7981_copy1","7981_copy3","7981_copy2",0,"GAP"
"7981_BLANK","7981_copy2","7981_copy3","7981_copy2",0,"GAP"
"7981_copy1","7981_copy2","7981_copy3","7981_copy2",0,"GAP"
"7981_copy1","7981_BLANK","7981_copy2","7981_BLANK",0,"IBR"
"7981_copy1","7981_BLANK2","7981_copy2","7981_BLANK",0.493038200642628,"IBR"
"7981_copy1","7981_BLANK","7981_copy2","7981_BLANK2",0.506961799357372,"IBR"
"7981_copy1","7981_BLANK2","7981_copy2","7981_BLANK2",0,"IBR"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy3",1,"PGI"
